"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SLPI1",0,1.16443732377401,0.976,0.877,0,"1","SLPI"
"MAL21",0,1.14878909133547,0.964,0.848,0,"1","MAL2"
"CDA1",0,1.14099109497478,0.938,0.837,0,"1","CDA"
"ITGB61",0,1.1338229603028,0.915,0.826,0,"1","ITGB6"
"ERO1A1",0,1.1284564732415,0.965,0.886,0,"1","ERO1A"
"CEACAM61",0,1.12806883680035,0.966,0.89,0,"1","CEACAM6"
"G0S2",0,1.12023144678984,0.957,0.922,0,"1","G0S2"
"MET1",0,1.1110878361126,0.944,0.835,0,"1","MET"
"OCIAD21",0,1.10236174448578,0.971,0.774,0,"1","OCIAD2"
"KLK101",0,1.09685376760078,0.909,0.808,0,"1","KLK10"
"KRT6A",0,1.09543406602713,0.902,0.889,0,"1","KRT6A"
"CEACAM51",0,1.09338815428473,0.911,0.889,0,"1","CEACAM5"
"GPRC5A1",0,1.07577325434348,0.925,0.82,0,"1","GPRC5A"
"DSP1",0,1.04315925573729,0.916,0.787,0,"1","DSP"
"CAV1",0,1.03869413757007,0.938,0.873,0,"1","CAV1"
"S100A101",0,1.03246884026459,0.999,0.969,0,"1","S100A10"
"PMEPA11",0,1.02738442873228,0.933,0.779,0,"1","PMEPA1"
"CDH11",0,1.01754973104868,0.912,0.786,0,"1","CDH1"
"S100A61",0,1.00700661482772,1,0.976,0,"1","S100A6"
"TRIM291",0,0.998333115334368,0.912,0.819,0,"1","TRIM29"
"TCN11",0,0.988346306638027,0.94,0.876,0,"1","TCN1"
"CAV21",0,0.982940478481544,0.931,0.803,0,"1","CAV2"
"TMEM2651",0,0.982364091577011,0.944,0.803,0,"1","TMEM265"
"SLC6A141",0,0.980152336774972,0.921,0.893,0,"1","SLC6A14"
"KRT81",0,0.973594000696981,0.972,0.808,0,"1","KRT8"
"AHNAK21",0,0.973060496977631,0.885,0.812,0,"1","AHNAK2"
"CLIC31",0,0.948429430542887,0.924,0.793,0,"1","CLIC3"
"FAM83A",0,0.943483134452533,0.908,0.858,0,"1","FAM83A"
"TSPAN11",0,0.943034960779194,0.933,0.762,0,"1","TSPAN1"
"KRT6B",0,0.940722189800357,0.909,0.911,0,"1","KRT6B"
"C15orf481",0,0.939499496515126,0.936,0.887,0,"1","C15orf48"
"LGALS31",0,0.928727490758219,0.994,0.924,0,"1","LGALS3"
"RHOD1",0,0.910257993984621,0.903,0.752,0,"1","RHOD"
"DSG31",0,0.908136174118116,0.919,0.907,0,"1","DSG3"
"ABHD17C1",0,0.907158950830099,0.935,0.845,0,"1","ABHD17C"
"KLK111",0,0.890826991473667,0.927,0.843,0,"1","KLK11"
"CLDN71",0,0.88666007322089,0.907,0.779,0,"1","CLDN7"
"SYT81",0,0.868292498934968,0.939,0.875,0,"1","SYT8"
"TFPI1",0,0.864009360364624,0.919,0.813,0,"1","TFPI"
"PHLDA21",0,0.859653462736262,0.942,0.879,0,"1","PHLDA2"
"TSC22D11",0,0.856502208143163,0.958,0.895,0,"1","TSC22D1"
"SDCBP21",0,0.847798192073913,0.904,0.781,0,"1","SDCBP2"
"GSTP11",0,0.843119824053163,0.992,0.886,0,"1","GSTP1"
"KRT181",0,0.840702199642595,0.953,0.755,0,"1","KRT18"
"SMIM221",0,0.835422983401547,0.921,0.761,0,"1","SMIM22"
"WFDC21",0,0.82972746811003,0.94,0.847,0,"1","WFDC2"
"MSLN1",0,0.82359115123936,0.873,0.695,0,"1","MSLN"
"JUP1",0,0.822543712674951,0.863,0.719,0,"1","JUP"
"TNFRSF6B1",0,0.818490365155209,0.865,0.78,0,"1","TNFRSF6B"
"ISG201",0,0.818434358477482,0.956,0.873,0,"1","ISG20"
"CAMK2N11",0,0.816355155671271,0.907,0.75,0,"1","CAMK2N1"
"SPRR1B1",0,0.799478750898703,0.885,0.902,0,"1","SPRR1B"
"TACSTD21",0,0.79631102714405,0.873,0.81,0,"1","TACSTD2"
"NRP2",0,0.793992292435476,0.93,0.903,0,"1","NRP2"
"LY6D1",0,0.793254394911928,0.901,0.911,0,"1","LY6D"
"MMP281",0,0.774893718446094,0.92,0.865,0,"1","MMP28"
"TNFRSF12A1",0,0.77079273592961,0.835,0.75,0,"1","TNFRSF12A"
"GOLM11",0,0.765889615484496,0.91,0.774,0,"1","GOLM1"
"PRSS23",0,0.765351419966166,0.927,0.855,0,"1","PRSS23"
"NECTIN41",0,0.7651655407228,0.889,0.846,0,"1","NECTIN4"
"PRSS31",0,0.75463105557661,0.888,0.808,0,"1","PRSS3"
"SFN1",0,0.751306030514588,0.882,0.785,0,"1","SFN"
"CCND11",0,0.73587885713852,0.823,0.722,0,"1","CCND1"
"AREG",0,0.735663533564126,0.937,0.841,0,"1","AREG"
"ID11",0,0.731133849543796,0.833,0.749,0,"1","ID1"
"MUC161",0,0.730521682917849,0.857,0.772,0,"1","MUC16"
"ITGB41",0,0.728513135314186,0.852,0.74,0,"1","ITGB4"
"RAB11FIP11",0,0.701316179447751,0.937,0.883,0,"1","RAB11FIP1"
"CD551",0,0.687956114736497,0.935,0.868,0,"1","CD55"
"LCN21",0,0.684153687763731,0.98,0.904,0,"1","LCN2"
"TSPAN81",0,0.682908634998074,0.951,0.791,0,"1","TSPAN8"
"FGF2",0,0.68112190270697,0.908,0.815,0,"1","FGF2"
"HMGA1",0,0.675020219889045,0.863,0.724,0,"1","HMGA1"
"SERINC21",0,0.674605205550485,0.831,0.766,0,"1","SERINC2"
"TMEM1411",0,0.666092599174603,0.922,0.709,0,"1","TMEM141"
"MGLL1",0,0.660925352416426,0.861,0.665,0,"1","MGLL"
"SLC2A11",0,0.658933909087445,0.851,0.829,0,"1","SLC2A1"
"H1F01",0,0.647158663334637,0.877,0.788,0,"1","H1F0"
"PITX11",0,0.643575950165311,0.81,0.679,0,"1","PITX1"
"CD91",0,0.639453508938917,0.973,0.948,0,"1","CD9"
"ZG16B1",0,0.630004868813016,0.892,0.796,0,"1","ZG16B"
"ITGB81",0,0.628221559909322,0.767,0.68,0,"1","ITGB8"
"DKK1",0,0.625009035774654,0.66,0.674,0,"1","DKK1"
"SOX91",0,0.618738372219178,0.84,0.747,0,"1","SOX9"
"TINAGL11",0,0.616630726469289,0.821,0.717,0,"1","TINAGL1"
"ANXA31",0,0.603473338797145,0.81,0.693,0,"1","ANXA3"
"MUC41",0,0.602098942283532,0.835,0.751,0,"1","MUC4"
"AGR21",0,0.600641134880314,0.929,0.742,0,"1","AGR2"
"CDKN1C",0,0.599939642237169,0.862,0.792,0,"1","CDKN1C"
"KCNK11",0,0.598683883893629,0.851,0.793,0,"1","KCNK1"
"FLNB",0,0.597974723027427,0.776,0.635,0,"1","FLNB"
"ERRFI11",0,0.596775388944627,0.885,0.877,0,"1","ERRFI1"
"GALNT51",0,0.595395436203606,0.813,0.696,0,"1","GALNT5"
"EPHA21",0,0.594787828673139,0.818,0.711,0,"1","EPHA2"
"JPT11",0,0.592230678851221,0.958,0.86,0,"1","JPT1"
"CYP3A51",0,0.591301159245918,0.867,0.769,0,"1","CYP3A5"
"MPZL21",0,0.590357947737878,0.908,0.841,0,"1","MPZL2"
"SFTA21",0,0.584261338461351,0.868,0.788,0,"1","SFTA2"
"KLF51",0,0.583117002543528,0.836,0.695,0,"1","KLF5"
"RAB251",0,0.581222130312318,0.845,0.723,0,"1","RAB25"
"LAD11",0,0.580981062916968,0.878,0.831,0,"1","LAD1"
"CLDN11",0,0.577987770369095,0.887,0.884,0,"1","CLDN1"
"ELF31",0,0.574446639642005,0.923,0.818,0,"1","ELF3"
"EHF1",0,0.571689804127509,0.885,0.817,0,"1","EHF"
"AKAP12",0,0.568493487750445,0.786,0.836,0,"1","AKAP12"
"NET11",0,0.566176666623771,0.833,0.751,0,"1","NET1"
"SPRR3",0,0.565277578133898,0.832,0.806,0,"1","SPRR3"
"NQO11",0,0.564784357718914,0.888,0.709,0,"1","NQO1"
"SDC11",0,0.56364312167052,0.884,0.833,0,"1","SDC1"
"PRSS221",0,0.562817078876429,0.813,0.697,0,"1","PRSS22"
"RND31",0,0.562097482252776,0.803,0.773,0,"1","RND3"
"HIST1H2AC1",0,0.560553144729343,0.853,0.831,0,"1","HIST1H2AC"
"NT5E",0,0.551999862416284,0.821,0.675,0,"1","NT5E"
"PLEK2",0,0.550163349429805,0.779,0.7,0,"1","PLEK2"
"PRSS81",0,0.55007714309246,0.857,0.798,0,"1","PRSS8"
"LIPH1",0,0.548199472649717,0.811,0.696,0,"1","LIPH"
"MSMO11",0,0.547709408345652,0.907,0.832,0,"1","MSMO1"
"NMU",0,0.546096244366527,0.875,0.751,0,"1","NMU"
"SDR16C51",0,0.545642200263166,0.821,0.782,0,"1","SDR16C5"
"KLK61",0,0.543953229746366,0.82,0.716,0,"1","KLK6"
"SLCO1B31",0,0.543101795434917,0.896,0.91,0,"1","SLCO1B3"
"MALL1",0,0.54169136398809,0.749,0.657,0,"1","MALL"
"TNS4",0,0.537714027359569,0.841,0.737,0,"1","TNS4"
"IL18",0,0.53558340825673,0.881,0.809,0,"1","IL18"
"MUC201",0,0.532415397158569,0.841,0.743,0,"1","MUC20"
"GCNT31",0,0.531219535612297,0.854,0.768,0,"1","GCNT3"
"HMGA2",0,0.530819321708944,0.823,0.737,0,"1","HMGA2"
"PLS11",0,0.530818471323132,0.859,0.766,0,"1","PLS1"
"ARL141",0,0.526481063778667,0.864,0.813,0,"1","ARL14"
"PLAAT41",0,0.524397884977962,0.932,0.764,0,"1","PLAAT4"
"PLAAT31",0,0.521287601190438,0.883,0.791,0,"1","PLAAT3"
"SRD5A31",0,0.520861483603668,0.84,0.701,0,"1","SRD5A3"
"UACA",0,0.518944092494139,0.878,0.818,0,"1","UACA"
"CXCL51",0,0.516555582442856,0.854,0.838,0,"1","CXCL5"
"SLC9A3R21",0,0.513433057792911,0.833,0.77,0,"1","SLC9A3R2"
"SERPINB51",0,0.512012329292607,0.796,0.693,0,"1","SERPINB5"
"EFNA11",0,0.510921396023767,0.893,0.886,0,"1","EFNA1"
"SCEL",0,0.509661047880677,0.828,0.823,0,"1","SCEL"
"PLCG2",0,0.509161727659746,0.858,0.712,0,"1","PLCG2"
"KLK81",0,0.508816258330496,0.839,0.757,0,"1","KLK8"
"TMPRSS41",0,0.508046002028629,0.847,0.832,0,"1","TMPRSS4"
"S100A2",0,0.507581915607154,0.74,0.757,0,"1","S100A2"
"DMKN1",0,0.502263071606817,0.793,0.661,0,"1","DMKN"
"MACC11",0,0.497935086936007,0.711,0.683,0,"1","MACC1"
"DEPP11",0,0.4979112166682,0.896,0.888,0,"1","DEPP1"
"ADM",0,0.496891283476721,0.889,0.909,0,"1","ADM"
"CRABP21",0,0.496573714185422,0.897,0.874,0,"1","CRABP2"
"MUC131",0,0.49503491513368,0.876,0.845,0,"1","MUC13"
"PLAU",0,0.482190141609732,0.841,0.802,0,"1","PLAU"
"SLURP21",0,0.475925275626514,0.856,0.852,0,"1","SLURP2"
"PPL1",0,0.472832806235503,0.762,0.69,0,"1","PPL"
"HIST2H2BE1",0,0.470454694407931,0.847,0.829,0,"1","HIST2H2BE"
"SERPINB31",0,0.468780680135773,0.827,0.81,0,"1","SERPINB3"
"LINC011331",0,0.46846783127435,0.809,0.752,0,"1","LINC01133"
"CRIP21",0,0.465279301727259,0.883,0.77,0,"1","CRIP2"
"SEMA3B1",0,0.463977109160366,0.804,0.715,0,"1","SEMA3B"
"TNNT1",0,0.463251136265541,0.808,0.707,0,"1","TNNT1"
"PARD6B1",0,0.460303771923454,0.723,0.655,0,"1","PARD6B"
"DEFB11",0,0.458491445257104,0.881,0.825,0,"1","DEFB1"
"HS3ST11",0,0.45506443102833,0.788,0.755,0,"1","HS3ST1"
"EEF1A21",0,0.453447598177892,0.837,0.794,0,"1","EEF1A2"
"TMEM2381",0,0.450527369880995,0.87,0.675,0,"1","TMEM238"
"CD109",0,0.446908919970753,0.879,0.853,0,"1","CD109"
"GULP1",0,0.443224971756349,0.756,0.669,0,"1","GULP1"
"CTNNAL1",0,0.442255159155383,0.849,0.82,0,"1","CTNNAL1"
"SLC7A11",0,0.441151762567606,0.771,0.707,0,"1","SLC7A11"
"CDKN2B",0,0.43923472440791,0.855,0.78,0,"1","CDKN2B"
"WDR721",0,0.432313458756512,0.858,0.853,0,"1","WDR72"
"EPS8L11",0,0.431855074073716,0.8,0.781,0,"1","EPS8L1"
"PSCA1",0,0.428837104116339,0.8,0.775,0,"1","PSCA"
"HIST1H2BD1",0,0.42726587259261,0.783,0.796,0,"1","HIST1H2BD"
"S100A131",0,0.425358711755077,0.811,0.753,0,"1","S100A13"
"ARL6IP11",0,0.418275741879425,0.969,0.905,0,"1","ARL6IP1"
"TMC51",0,0.417080109112799,0.81,0.777,0,"1","TMC5"
"MUC11",0,0.413128631931282,0.879,0.768,0,"1","MUC1"
"TNFRSF211",0,0.411542192444701,0.734,0.72,0,"1","TNFRSF21"
"FHL21",0,0.409772136415503,0.784,0.728,0,"1","FHL2"
"KLK71",0,0.408461568498568,0.755,0.777,0,"1","KLK7"
"PDZK1IP11",0,0.40748700702476,0.869,0.787,0,"1","PDZK1IP1"
"SGPP21",0,0.403607461199842,0.833,0.78,0,"1","SGPP2"
"HMGCS11",0,0.40224839923519,0.88,0.844,0,"1","HMGCS1"
"ANO1",0,0.401649929927357,0.795,0.772,0,"1","ANO1"
"FAT11",0,0.40086152588222,0.837,0.818,0,"1","FAT1"
"KRTCAP31",0,0.400086352040778,0.808,0.626,0,"1","KRTCAP3"
"TMEM176A1",0,0.398491150316036,0.874,0.805,0,"1","TMEM176A"
"AL121761.1",0,0.394584828157188,0.756,0.692,0,"1","AL121761.1"
"ECM11",0,0.393445749777298,0.839,0.777,0,"1","ECM1"
"CKB1",0,0.391564686411953,0.861,0.788,0,"1","CKB"
"EGLN31",0,0.389688911025319,0.775,0.808,0,"1","EGLN3"
"ATP1B11",0,0.389078979712826,0.94,0.82,0,"1","ATP1B1"
"RAB27B1",0,0.388449618870791,0.798,0.675,0,"1","RAB27B"
"CST6",0,0.385594833966279,0.687,0.644,0,"1","CST6"
"EGFR",0,0.381360958071699,0.741,0.726,0,"1","EGFR"
"RAMP11",0,0.380762491295764,0.848,0.823,0,"1","RAMP1"
"LDLR1",0,0.379082765761795,0.812,0.776,0,"1","LDLR"
"HIST1H1C1",0,0.375033879134272,0.883,0.894,0,"1","HIST1H1C"
"TMEM176B1",0,0.373017172352241,0.879,0.808,0,"1","TMEM176B"
"AL365226.2",0,0.37111584397491,0.737,0.608,0,"1","AL365226.2"
"P3H2",0,0.370570584837349,0.862,0.711,0,"1","P3H2"
"CTSE1",0,0.369509011417027,0.821,0.751,0,"1","CTSE"
"OCLN1",0,0.368375302959384,0.733,0.686,0,"1","OCLN"
"SLC44A41",0,0.36593697031492,0.79,0.712,0,"1","SLC44A4"
"SORBS21",0,0.36411891915475,0.796,0.78,0,"1","SORBS2"
"SERPINB11",0,0.362438790407012,0.869,0.773,0,"1","SERPINB1"
"TIMP1",0,0.359097226155901,0.978,0.888,0,"1","TIMP1"
"SEMA3C",0,0.357802386087794,0.814,0.805,0,"1","SEMA3C"
"HIST1H2BC1",0,0.357463776539514,0.85,0.773,0,"1","HIST1H2BC"
"FERMT1",0,0.356694216287955,0.63,0.535,0,"1","FERMT1"
"FOXC1",0,0.355975339316452,0.748,0.707,0,"1","FOXC1"
"TESC1",0,0.354691341522187,0.893,0.743,0,"1","TESC"
"ALCAM",0,0.354669520404162,0.86,0.81,0,"1","ALCAM"
"NTN4",0,0.354079580520612,0.791,0.698,0,"1","NTN4"
"PLLP1",0,0.351918910902446,0.841,0.717,0,"1","PLLP"
"LGALS41",0,0.351387860529495,0.893,0.737,0,"1","LGALS4"
"PLAT1",0,0.3501305773193,0.709,0.699,0,"1","PLAT"
"SLC6A81",0,0.349551004971391,0.782,0.752,0,"1","SLC6A8"
"FA2H1",0,0.34757105005034,0.761,0.775,0,"1","FA2H"
"SGMS21",0,0.346139325309035,0.75,0.726,0,"1","SGMS2"
"PDLIM7",0,0.344844777772777,0.802,0.742,0,"1","PDLIM7"
"MYH141",0,0.343858161661204,0.704,0.671,0,"1","MYH14"
"AP1M21",0,0.342974369890943,0.732,0.643,0,"1","AP1M2"
"APOL11",0,0.340744749404415,0.805,0.698,0,"1","APOL1"
"TFF11",0,0.340574844860821,0.7,0.617,0,"1","TFF1"
"CYP51A11",0,0.339760829056922,0.874,0.805,0,"1","CYP51A1"
"MYEOV1",0,0.337594738616681,0.679,0.623,0,"1","MYEOV"
"CEACAM11",0,0.336085670836287,0.787,0.722,0,"1","CEACAM1"
"IGFBP3",0,0.335206635143198,0.902,0.865,0,"1","IGFBP3"
"PLPP21",0,0.334492215741789,0.729,0.682,0,"1","PLPP2"
"IGFBP1",0,0.332393794842407,0.663,0.624,0,"1","IGFBP1"
"LINC00472",0,0.331731403892455,0.73,0.749,0,"1","LINC00472"
"LEMD11",0,0.330977316608719,0.832,0.799,0,"1","LEMD1"
"CGN1",0,0.328219107828915,0.751,0.732,0,"1","CGN"
"CCL281",0,0.327472349842297,0.856,0.712,0,"1","CCL28"
"AC008397.11",0,0.32743304250065,0.772,0.711,0,"1","AC008397.1"
"BCAS11",0,0.327418887759782,0.782,0.687,0,"1","BCAS1"
"ASS11",0,0.327079834875274,0.739,0.728,0,"1","ASS1"
"CYSTM11",0,0.326541490827452,0.911,0.818,0,"1","CYSTM1"
"PHLDB2",0,0.326190153197209,0.829,0.783,0,"1","PHLDB2"
"ARRDC4",0,0.325252568240311,0.803,0.666,0,"1","ARRDC4"
"MIA1",0,0.322804859371303,0.812,0.739,0,"1","MIA"
"EMP1",0,0.320755507678126,0.841,0.815,0,"1","EMP1"
"CAVIN3",0,0.319808285143334,0.832,0.743,0,"1","CAVIN3"
"NR1D1",0,0.31686483984461,0.811,0.732,0,"1","NR1D1"
"RHOV1",0,0.316783906751886,0.837,0.849,0,"1","RHOV"
"DDIT3",0,0.316049317266313,0.853,0.863,0,"1","DDIT3"
"AMN1",0,0.315723371654349,0.776,0.718,0,"1","AMN"
"FAM3B1",0,0.313519490501005,0.859,0.755,0,"1","FAM3B"
"TMEM45B1",0,0.30719985892705,0.749,0.706,0,"1","TMEM45B"
"ANGPTL4",0,0.306789897610914,0.779,0.78,0,"1","ANGPTL4"
"CEMIP1",0,0.304961902449907,0.805,0.667,0,"1","CEMIP"
"FGFBP1",0,0.304337837291202,0.802,0.788,0,"1","FGFBP1"
"EFNB2",0,0.297738042832885,0.653,0.583,0,"1","EFNB2"
"RHPN21",0,0.295383834628097,0.722,0.729,0,"1","RHPN2"
"UNC5B-AS11",0,0.285024134813685,0.834,0.882,0,"1","UNC5B-AS1"
"NMB1",0,0.283511712441918,0.872,0.814,0,"1","NMB"
"CRCT1",0,0.281894038915258,0.767,0.727,0,"1","CRCT1"
"JAG1",0,0.281721297901995,0.79,0.776,0,"1","JAG1"
"PEG10",0,0.280823766417625,0.796,0.704,0,"1","PEG10"
"TGM2",0,0.279640712769982,0.832,0.852,0,"1","TGM2"
"CKS1B1",0,0.27937469823008,0.873,0.733,0,"1","CKS1B"
"CMBL1",0,0.277682292616542,0.802,0.713,0,"1","CMBL"
"EPB41L11",0,0.277311711961004,0.7,0.609,0,"1","EPB41L1"
"FSCN1",0,0.277087973720535,0.731,0.721,0,"1","FSCN1"
"PHLDA1",0,0.276588661039645,0.826,0.781,0,"1","PHLDA1"
"FSTL3",0,0.274662022547363,0.638,0.613,0,"1","FSTL3"
"FDFT11",0,0.266431749681879,0.869,0.773,0,"1","FDFT1"
"BACE21",0,0.265393382178034,0.777,0.702,0,"1","BACE2"
"PON21",0,0.264066795103269,0.783,0.703,0,"1","PON2"
"WEE1",0,0.26116525203615,0.736,0.772,0,"1","WEE1"
"MFGE8",0,0.261107496313655,0.817,0.777,0,"1","MFGE8"
"AGR31",0,0.260730527794563,0.848,0.801,0,"1","AGR3"
"PODXL",0,0.25947230841622,0.66,0.656,0,"1","PODXL"
"SMIM61",0,0.257418902021152,0.734,0.678,0,"1","SMIM6"
"ERBB31",0,0.255773746041293,0.675,0.684,0,"1","ERBB3"
"SQLE1",0,0.253882440099498,0.836,0.788,0,"1","SQLE"
"RASSF61",0,0.252697923969674,0.719,0.682,0,"1","RASSF6"
"CITED4",0,0.251966688569723,0.73,0.726,0,"1","CITED4"
"CCL20",3.75651377632195e-269,0.417387456326861,0.766,0.818,7.51302755264389e-266,"1","CCL20"
"CCL5",0,3.13339793419199,0.994,0.808,0,"2","CCL5"
"CCL4",0,2.36515636325746,0.924,0.776,0,"2","CCL4"
"NKG7",0,2.23365179961382,0.96,0.754,0,"2","NKG7"
"GZMA",0,2.05571112007793,0.919,0.686,0,"2","GZMA"
"GZMK",0,1.97364127157516,0.838,0.668,0,"2","GZMK"
"GNLY",0,1.88817806200997,0.923,0.781,0,"2","GNLY"
"CD8A",0,1.81288537396863,0.849,0.73,0,"2","CD8A"
"CST7",0,1.74026545363967,0.913,0.783,0,"2","CST7"
"CD69",0,1.64893701854824,0.955,0.769,0,"2","CD69"
"IFNG",0,1.62466736900943,0.93,0.849,0,"2","IFNG"
"GZMB",0,1.47862053771296,0.917,0.749,0,"2","GZMB"
"CD3D",0,1.43506427327921,0.889,0.703,0,"2","CD3D"
"KLRD1",0,1.4103000065787,0.852,0.778,0,"2","KLRD1"
"CD2",0,1.35821503913996,0.862,0.676,0,"2","CD2"
"TRAC",0,1.27907447712653,0.839,0.694,0,"2","TRAC"
"CD8B",0,1.25212337125563,0.733,0.653,0,"2","CD8B"
"LINC02446",0,1.2466028992243,0.928,0.829,0,"2","LINC02446"
"TRBC2",0,1.20243833179988,0.826,0.606,0,"2","TRBC2"
"GZMH",0,1.19225247844118,0.769,0.754,0,"2","GZMH"
"TRBC1",0,1.13935509449471,0.761,0.678,0,"2","TRBC1"
"HSPA1B",0,1.13542447793007,0.996,0.945,0,"2","HSPA1B"
"CD52",0,1.09161194315488,0.823,0.665,0,"2","CD52"
"CCL4L2",0,1.07453393733192,0.636,0.548,0,"2","CCL4L2"
"CD7",0,0.989812279402154,0.786,0.717,0,"2","CD7"
"PRF1",0,0.949952833890598,0.741,0.689,0,"2","PRF1"
"HSPA1A",0,0.948781022993582,0.996,0.966,0,"2","HSPA1A"
"CCL3",0,0.864041160233957,0.912,0.72,0,"2","CCL3"
"KLRB1",0,0.854794293479821,0.698,0.689,0,"2","KLRB1"
"IL7R",0,0.83953589825168,0.956,0.792,0,"2","IL7R"
"RGS1",0,0.826792086599395,0.935,0.846,0,"2","RGS1"
"KLRC2",0,0.78630366794403,0.845,0.722,0,"2","KLRC2"
"TNF",0,0.772554124318736,0.897,0.742,0,"2","TNF"
"XCL1",0,0.752091428248972,0.731,0.748,0,"2","XCL1"
"PRDM1",0,0.701507977409991,0.909,0.779,0,"2","PRDM1"
"XCL2",0,0.698587113416495,0.657,0.729,0,"2","XCL2"
"ZNF683",0,0.658767347906672,0.869,0.798,0,"2","ZNF683"
"CRTAM",0,0.658472706043436,0.68,0.637,0,"2","CRTAM"
"KLRC1",0,0.650706554405038,0.84,0.732,0,"2","KLRC1"
"TIGIT",0,0.605357395892582,0.731,0.698,0,"2","TIGIT"
"RGS2",0,0.603050105928338,0.969,0.836,0,"2","RGS2"
"SRGN",0,0.595182671295147,0.984,0.876,0,"2","SRGN"
"CCND2",0,0.572088980177418,0.729,0.65,0,"2","CCND2"
"CD27",0,0.539689302865308,0.651,0.583,0,"2","CD27"
"PMAIP1",0,0.530536351187794,0.953,0.79,0,"2","PMAIP1"
"TUBA1A",0,0.530202984044143,0.789,0.633,0,"2","TUBA1A"
"ZNF331",0,0.516961856911574,0.792,0.672,0,"2","ZNF331"
"JAML",0,0.4771954534758,0.816,0.66,0,"2","JAML"
"ODC1",0,0.457397222273907,0.789,0.602,0,"2","ODC1"
"HMGB2",0,0.449415559077826,0.96,0.899,0,"2","HMGB2"
"ZEB2",0,0.436370192265677,0.85,0.783,0,"2","ZEB2"
"HSPA6",0,0.425174161369802,0.987,0.915,0,"2","HSPA6"
"FGFBP2",0,0.424802380877096,0.866,0.602,0,"2","FGFBP2"
"SLC2A3",0,0.416807926160535,0.982,0.886,0,"2","SLC2A3"
"UBE2S",0,0.407968601535289,0.867,0.707,0,"2","UBE2S"
"ITGA1",0,0.40313928791799,0.806,0.734,0,"2","ITGA1"
"F2R",0,0.394043374482339,0.798,0.658,0,"2","F2R"
"IRF4",0,0.373093097855082,0.888,0.735,0,"2","IRF4"
"CD84",0,0.371950496315049,0.709,0.666,0,"2","CD84"
"HIST1H1D",0,0.335557605759715,0.786,0.736,0,"2","HIST1H1D"
"CD38",0,0.286226611337653,0.874,0.691,0,"2","CD38"
"ATF3",0,0.277507625284451,0.978,0.8,0,"2","ATF3"
"ICOS",0,0.271062476214726,0.779,0.709,0,"2","ICOS"
"GBP4",0,0.268126058722469,0.809,0.654,0,"2","GBP4"
"HIST1H1E",3.94255743577471e-290,0.318963308891092,0.732,0.621,7.88511487154942e-287,"2","HIST1H1E"
"RGCC",7.17356104121956e-290,0.509640878853556,0.777,0.77,1.43471220824391e-286,"2","RGCC"
"PLAAT42",4.73712678116491e-248,0.363894363745381,0.831,0.781,9.47425356232982e-245,"2","PLAAT4"
"TRDC",1.08806458467943e-42,0.356003302630438,0.543,0.482,2.17612916935886e-39,"2","TRDC"
"HOPX",5.88156158737111e-21,0.544670420501303,0.55,0.578,1.17631231747422e-17,"2","HOPX"
"SPP1",0,5.07105770659444,0.985,0.894,0,"3","SPP1"
"APOE",0,3.9183864778477,0.897,0.733,0,"3","APOE"
"FTL",0,3.74417547742824,1,0.997,0,"3","FTL"
"APOC1",0,3.2810944527678,0.855,0.621,0,"3","APOC1"
"GPNMB",0,3.2041846157485,0.963,0.821,0,"3","GPNMB"
"CTSD",0,3.03858574642989,0.985,0.893,0,"3","CTSD"
"IFI30",0,2.96083111261372,0.991,0.822,0,"3","IFI30"
"NUPR1",0,2.81741178663667,0.917,0.849,0,"3","NUPR1"
"TYROBP",0,2.71514033041782,0.988,0.805,0,"3","TYROBP"
"CD68",0,2.63455263736486,0.951,0.779,0,"3","CD68"
"CCL18",0,2.48969346293081,0.791,0.722,0,"3","CCL18"
"FCER1G",0,2.47131778321308,0.983,0.832,0,"3","FCER1G"
"PLIN2",0,2.43262530830205,0.948,0.841,0,"3","PLIN2"
"GLUL",0,2.38099752145655,0.978,0.889,0,"3","GLUL"
"ACP5",0,2.26747910149882,0.886,0.681,0,"3","ACP5"
"SLC11A1",0,2.25359893943178,0.939,0.852,0,"3","SLC11A1"
"LYZ",0,2.24439539867102,0.981,0.851,0,"3","LYZ"
"CTSL",0,2.22896794356421,0.912,0.811,0,"3","CTSL"
"CHIT1",0,2.21893792215152,0.869,0.768,0,"3","CHIT1"
"ALOX5AP",0,2.18098401792513,0.953,0.772,0,"3","ALOX5AP"
"CSTB1",0,2.1546268441596,0.98,0.926,0,"3","CSTB"
"APOC2",0,2.13697309744231,0.868,0.753,0,"3","APOC2"
"CTSB",0,2.11914882355913,0.973,0.899,0,"3","CTSB"
"CXCL8",0,2.04483714050714,0.811,0.809,0,"3","CXCL8"
"MSR1",0,2.01995539957417,0.916,0.814,0,"3","MSR1"
"BCL2A1",0,1.99779206850802,0.915,0.765,0,"3","BCL2A1"
"OLR1",0,1.99674634739276,0.921,0.819,0,"3","OLR1"
"PLAUR",0,1.96070218318035,0.962,0.918,0,"3","PLAUR"
"LAPTM5",0,1.90678194470172,0.968,0.771,0,"3","LAPTM5"
"IL1RN",0,1.90588063980671,0.869,0.846,0,"3","IL1RN"
"PSAP",0,1.86764164035839,0.976,0.928,0,"3","PSAP"
"HLA-DRA",0,1.78192024754526,0.987,0.885,0,"3","HLA-DRA"
